Feedback_ID,Feedback_Text,Sentiment,Category,Internship_Duration_Months,Department,Overall_Rating,Would_Recommend
INT0831,"From my perspective, looking back, I'm glad I chose this internship over the other offers I had. Meanwhile, the tasks were fine, a mix of interesting bits and some routine administrative work. I wanted to share this feedback for future improvement.",Positive,Overall Experience,1,Data Science,4,Yes
INT0832,"Throughout the program, I came in hoping to learn a specific tool, but never actually got the chance to use it. Also, resources like laptops and software licenses took weeks to sort out, which was frustrating.",Negative,Learning,6,Artificial Intelligence,1,No
INT0833,"So far, some days had engaging projects, others were mostly just formatting spreadsheets. That's just my honest take.",Neutral,Tasks,6,Data Science,4,Maybe
INT0834,"Overall, it was manageable most of the time, though a couple of deadlines felt a bit tight. Just my two cents.",Neutral,Workload,4,Marketing,2,Maybe
INT0835,"Whenever priorities shifted, someone made sure to explain why, which I really appreciated and the team was upfront about expectations from day one, which made planning my work much easier. That said, everyone's experience can vary.",Positive,Communication,3,Machine Learning,4,Yes
INT0836,"During my time here, the workload fluctuated a lot, some weeks were packed and others were almost too quiet. Others might have had a different experience though.",Neutral,Workload,6,Business Development,3,Yes
INT0837,"For the most part, getting to see how decisions are made in real projects taught me more than any lecture. Just my two cents.",Positive,Learning,6,Machine Learning,4,Yes
INT0838,"All things considered, I was often given more tasks than I could realistically finish within normal hours. I wanted to share this feedback for future improvement.",Negative,Workload,4,Machine Learning,2,No
INT0839,"If I'm being honest, the office had a comfortable, low-pressure atmosphere that made it easy to concentrate. That said, everyone's experience can vary.",Positive,Work Environment,5,Marketing,3,Yes
INT0840,"All things considered, I picked up skills here that I doubt I would have learned this fast in a classroom. Just my two cents.",Positive,Learning,3,Software Development,5,Maybe
INT0841,"By the end of the internship, I was rarely given tasks that felt connected to any bigger project or goal. I wanted to share this feedback for future improvement.",Negative,Tasks,1,Artificial Intelligence,2,Maybe
INT0842,Our stand-up meetings were short but genuinely useful for staying aligned with the team.,Positive,Communication,3,Data Science,5,Yes
INT0843,"Looking back, overall this internship exceeded what I expected going in and I'd recommend it to a friend. Looking back, I'm glad I chose this internship over the other offers I had. On top of that, I got genuinely useful advice on my resume and how to prepare for future interviews. I wanted to share this feedback for future improvement.",Positive,Overall Experience,2,Data Science,5,Yes
INT0844,"Communication was decent overall, though sometimes emails took a day or two to get answered. Others might have had a different experience though.",Neutral,Communication,4,Business Development,4,Maybe
INT0845,"All things considered, the work environment was ordinary, similar to what I expected from an office internship. Hopefully this helps improve the program.",Neutral,Work Environment,3,Human Resources,3,Maybe
INT0846,"By the end of the internship, there were learning opportunities here and there, but nothing that felt especially deep.",Neutral,Learning,5,Data Science,2,Maybe
INT0847,"To be fair, the team communicated fine for day-to-day tasks but bigger updates sometimes came late. Additionally, overall it was an okay experience, some good parts and some parts I'd change. I wanted to share this feedback for future improvement.",Neutral,Communication,6,Human Resources,2,No
INT0848,"So far, the workload picked up so much toward the end that I had to work late several nights. I wanted to share this feedback for future improvement.",Negative,Workload,5,Artificial Intelligence,2,No
INT0849,"It was a fairly average internship, neither a highlight nor a disappointment. Others might have had a different experience though.",Neutral,Overall Experience,4,Web Development,3,No
INT0850,"For the most part, my assigned mentor was too busy with their own work to actually guide me.",Negative,Mentorship,2,Finance,1,No
INT0851,"Throughout the program, overall this internship exceeded what I expected going in and I'd recommend it to a friend. I'd call this internship a genuinely valuable experience that shaped how I think about work. That said, everyone's experience can vary.",Positive,Overall Experience,1,Business Development,4,Yes
